Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6
Social and Environmental Accounting,Does corporate culture influence selective disclosure? Evidence from carbon greenwashing,Walid Ben-Amar,Khadija Almaghrabi,Ziyu Kong,,,,University of Doha for Science and Technology,King Abdulaziz University,,,,
Social and Environmental Accounting,Climate commitment and climate talents,Jing-Chi Chen,Joanna Golden,Xiaotao Kelvin Liu,,,,University of Memphis,University of Memphis,,,,
Social and Environmental Accounting,Green innovation and non-GAAP disclosure,Bing Lu,Tuan Ho,Trang Nguyen,,,,University of Bristol,University of Bristol,,,,
Social and Environmental Accounting,Carbon pricing and global supply chain networks,Xin Chang,Lulu Di,Yuhang He,Shuoge Qian,,,Nanyang Technological University,Southwestern University of Finance and Economics,Nanyang Technological University/Nanyang Business School,,,
Social and Environmental Accounting,Climate transition planning and corporate climate impact: international evidence,Aonan Sun,Yuan Shan,Lyndie Bayne,,,,University of Western Australia,University of Western Australia,,,,
Social and Environmental Accounting,From pledges to performance: satellite verification and AI analysis of the science based targets initiative,Chih Fang,Kang Cheng,Hwei Wang,Tai Wang,,,Morgan State University,Morgan State University,University of Maryland Eastern Shore,,,
Social and Environmental Accounting,Beyond greenwashing: environmental commitments and gas flaring in the African oil sector,Samuel Chang,Hans Christensen,Andrew McKinley,,,,University of Chicago Booth School of Business,University of Chicago Booth School of Business,,,,
Social and Environmental Accounting,"Bonuses, bosses, and buttoned-up on misconduct: the effect of ESG incentives and leadership involvement on whistleblowing intention - evidence from Chinese executives",Ruiwen Liu,,,,,,,,,,,
Social and Environmental Accounting,The drivers of ESG disclosure quality: critical determinants and their impact,Mojtaba Mortezaee,Elisabeth Albertini,,,,,Paris 1 Sorbonne University,,,,,
Social and Environmental Accounting,Cheers or checks? What motivates employees to blow the whistle,Tim Schwertner,Matthias Sohn,,,,,European University Viadrina,,,,,
Social and Environmental Accounting,The moderating role of intangible resource disclosure on the association between research and development and firm profitability,Lars Fischer,Henrich Habe,Lea Hagemeier,,,,University of Münster,University of Münster,,,,
Social and Environmental Accounting,"Changing impact of diversity, equity, and inclusion policies and activities on corporate value",Benjamin Foster,Xudong Fu,Andrew Manikas,Shaunn Mattingly,,,University of Louisville,University of Louisville,University of Louisvlle,,,
Social and Environmental Accounting,The unintended consequence of labor market transparency: evidence from industrial pollution,Zhenyang Shi,Xiaolu Zhou,,,,,BI Norwegian Business School,,,,,
Social and Environmental Accounting,Exploring the role of stakeholder engagement in shaping materiality assessments for sustainability reports,Shan Lu,Stuart Cooper,Giovanna Michelon,,,,University of Bristol,University of Bristol,,,,
Social and Environmental Accounting,Regulatory retrenchment and risk amplification: a critical analysis of the CSRD,Gregory Wegmann,Kanitsorn Terdpaopong,,,,,University of Burgundy,,,,,
Social and Environmental Accounting,Characterizing sustainability reporting assurance in the transition to the CSRD: evidence from Spain,Nicolas García-Torea,Enrique Mesa-Pérez,Orencio Vázquez-Oteo,,,,Universidad de Burgos,Universidad Pablo de Olavide,,,,
Social and Environmental Accounting,From reports to digital narratives: sustainability communication in international higher education,Tettamanzi Patrizia,Valentina Minutiello,Luca Baschieri,,,,Università Carlo Cattaneo - LIUC,Università Carlo Cattaneo - LIUC,,,,
Social and Environmental Accounting,Impact of ECAM disclosures on ESG performance,Susan McCracken,Ismat Jahan,,,,,McMaster University,,,,,
Social and Environmental Accounting,Why banks go green: exploring the incentives behind sustainability-linked loan issuance,Argyro Panaretou,Sam Rawsthorne,,,,,Lancaster University,,,,,
Social and Environmental Accounting,The market value of pay gaps: evidence from EEO-1 disclosures,Yanting (Crystal) Shi,April Klein,Ferdinand Bratek,,,,HEC Paris,NYU Stern School of Business,,,,
Social and Environmental Accounting,Gender pay gap disclosure mandate and women in innovation,Lucas Lee,Lu Tong,Fengzhi Zhu,,,,IE University,Southwestern University of Finance and Economics,,,,
Social and Environmental Accounting,How girls help girls in mutual fund investment?,Meifen Qian,,,,,,,,,,,
Social and Environmental Accounting,"Translating sustainability reporting in a hybrid organisation: institutional logics, accountability, and organisational resilience",Benedetta Fergnani,Enrico Bracci,,,,,University of Salento,,,,,
Social and Environmental Accounting,"Constructing CSR reality in audit firms: a pragmatic constructivism analysis of motivations, quality impact, and reputation management across UK and Chinese contexts",Lana Liu,Di Min,,,,,Newcastle University,,,,,
Social and Environmental Accounting,Indigenous activism against TC energy: successful for whom?,Antonello Callimaci,Anne Marie Gosselin,,,,,University of Quebec in Montreal,,,,,
Social and Environmental Accounting,ESG performance and earnings management: a legal origin perspective,Claus Holm,,,,,,,,,,,
Social and Environmental Accounting,How do CEO attributes affect ESG reporting quality?,Chih-Wei Peng,Yao-Ying Liu,Ruei-Nian Lin,,,,National Changhua University of Education,National Changhua University of Education,,,,
Social and Environmental Accounting,Mandatory ESG reporting and managerial opportunism: international evidence,Francesco Scarpa,Marco Fasan,Cláudio Soerger Zaro,Elise Soerger Zaro,Paulo Henrique Hoeckel,,Ca’ Foscari University of Venice,Ca’ Foscari University of Venice,Universidade Estadual de Mato Grosso do Sul,Universidade Federal da Grande Dourados,,
Social and Environmental Accounting,Public firms and regulatory challenges: implications for cross-country shareholder-stakeholder conflicts,Anthony Le,Lisa Liu,Sonakshi Agrawal,,,,University of Chicago,affiliation not provided,,,,
Social and Environmental Accounting,Too much of a good thing? Government-mandated accounting supervision and corporate sustainable performance in China,Hui Liu,Yaxin Song,Jiaqi Ning,,,,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,
Social and Environmental Accounting,The impact of U.S.-China trade war on environmental and sustainability disclosures,Lin-Hui Yu,Yanming Cao,Jengfang Chen,Meiting Lu,,,National Taiwan University,Macquarie University,Macquarie University,,,
Social and Environmental Accounting,How intelligent decision-support systems and manager instructions shape accountants’ unethical decision-making,Meng Bai,Yuhui Jiang,Junqin Sun,Junrui Zhang,,,Xi’an Jiaotong University,Xi’an Jiaotong University,Lanzhou University,,,
Social and Environmental Accounting,The substance of voice: how quality and encouragement in whistleblowing channels shape ESG performance,José Borba,Lauren Venturini,Denize Ferreira,,,,Universidade Federal de Santa Catarina-Brazil,UFSC - Federal University of Santa Catarina,,,,
Social and Environmental Accounting,Navigating ESG reporting in a tech-driven world: insights from academics and practitioners,Davide Calandra,Michele Oppioli,Silvana Secinaro,David Wang,,,University of Turin,University of Pavia,University of Turin,,,
Social and Environmental Accounting,Credibility-enhancing requirements for non-financial information and real effects in supply chains,Nadine Georgiou,Max Goettsche,Florian Habermann,Stephan Küster,,,University of Innsbruck,Catholic University of Eichstatt-Ingolstadt,University College Dublin,Freie Universität Berlin,,
Social and Environmental Accounting,The role of environmental and social clauses in supply contracts,Hui Tan,Xi Li,Yun Lou,,,,University of Bristol,The London School of Economics And Political Science,Singapore Management University,,,
Social and Environmental Accounting,Climate disclosure in buyer-supplier relationships: a story of alignment,Bjarne Brié,Angelo Ditillo,Kristof Stouthuysen,,,,Tilburg University,Bocconi University,Vlerick Business School,,,
Social and Environmental Accounting,Estimating and understanding corporate GHG emissions from financial statements,Angel Oganesian,Kristof Stouthuysen,Robert Boute,,,,Vlerick Business School,Vlerick Business School,,,,
Social and Environmental Accounting,Quantifying feature attribution in sustainability scores: a shap-based approach to enhance transparency and actionability of ESG ratings,Chia-Ming Sun,Chu-Chiang Cho,,,,,National Yunlin University of Science and Technology,National Yunlin University of Science and Technology,,,,
Social and Environmental Accounting,Decarbonizing distributed operations: cost estimates for vehicle fleets,Gunther Glenk,Stefan Reichelstein,Katrin Gschwind,,,,University of Mannheim,University of Mannheim,University of Mannheim,,,
Social and Environmental Accounting,Shareholder style diversity and ESG “doing more than saying” strategy,Zaixin Chen,Frank Hong Liu,Chaowei Wang,Pengfei Gao,,,Loughborough University,Loughborough University,Loughborough University,Swansea University,,
Social and Environmental Accounting,Walking the talk or playing the game? How different corporate culture shapes climate change performance,Xue Emma Chen,,,,,,Durham University,,,,,
Social and Environmental Accounting,Does firm-level political risk curb corporate greenwashing?,Safa Gaaya,Moez Essid,Sabrine Ayed,,,,École de Management Léonard de Vinci,École de Management Léonard de Vinci,University of Doha for Science and Technology,,,
Social and Environmental Accounting,Integrating environmental sustainability into strategic capital allocation: a levers of control perspective,Janice Klaiber,Judith Stroehle,,,,,University of St.Gallen,,,,,
Social and Environmental Accounting,A mechanism-based framework for operationalising integrated thinking: insights from organisational practice,Warren Maroun,Dusan Ecim,Alan Duboisée de Ricquebourg,,,,Leeds University Business School,University of the Witwatersrand,,,,
Social and Environmental Accounting,The pursuit of ‘net zero’: designing management control systems to navigate dynamic paradoxical tensions during ‘wicked’ times,Steve Sutton,Finn Kinserdal,Vicky Arnold,,,,NHH Norwegian School of Economics,NHH Norwegian School of Economics,,,,
Social and Environmental Accounting,Stakeholder engagement and corporate human rights performance: evidence from South Africa,Doaa Aly,Ibrahim Yousef,Tamer Darwish,,,,University of Gloucestershire,Petra University,,,,
Social and Environmental Accounting,Strategic philanthropy in hard times: donation stickiness and political resource acquisition,Yanan Cao,,,,,,,,,,,
Social and Environmental Accounting,Politics of sustainability reporting: evidence from NGO involvement,Cathrin Hausmann,Ann-Kristin Großkopf,Simone Euler,,,,LMU Munich,University of Amsterdam,,,,
Social and Environmental Accounting,"A transactional carbon accounting framework for carbon stocks, flows, and mitigation pathways",Sabrina Kang,Wuchun Chi,,,,,National Chengchi University,,,,,
Social and Environmental Accounting,Clarifying error typologies and mechanisms in carbon accounting: lessons from cost system design literature,Matthias Meyer,Stella Rauscher,,,,,Hamburg University of Technology,,,,,
Social and Environmental Accounting,The emergence of biodiversity as an accounting object: building a calculative infrastructure through ecological sciences,Eva-Maria Öhlinger,Othmar Lehner,Dorothea Greiling,,,,Johannes Kepler University Linz,Hanken School of Economics,,,,
Social and Environmental Accounting,From targeted transparency to internal controls – evidence from a climate reporting mandate,Katrin Hummel,Emira Jasari,,,,,Vienna University of Economics and Business,,,,,
Social and Environmental Accounting,The creation of (non)qualculative spaces in valuation processes: transforming ecosystems into net present value,Niina Ylönen,,,,,,,,,,,
Social and Environmental Accounting,ESG and firm performance: a deep dive into community banks,Andrea Faulkner,Harrison Liu,Jennifer Yin,,,,University of Texas at San Antonio,University of Texas at San Antonio,,,,
Social and Environmental Accounting,Shifting the spotlight: do firms change their advertising strategies after ESG reputational-damaging events?,Yin Wang,Tinghua Duan,Weikai Li,Rencheng Wang,,,Singapore Management University,EDHEC Business School,City University of Hong Kong,,,
Social and Environmental Accounting,Disclosure in the face of peer scandals? Evidence from the Volkswagen emissions scandal,Jonathan Berkovitch,Saverio Bozzolan,Claudia Imperatore,,,,Luiss University,Luiss University,,,,
Social and Environmental Accounting,Climate news coverage and carbon emission reporting,Yun Fan,,,,,,,,,,,
Social and Environmental Accounting,Boardroom diversity as a catalyst for water-energy disclosure quality: evidence from Latin American capital markets,Ivette Nuñez,Maria Garcia Benau,Nicolas Gambetta,,,,Universidad de Piura,University of Valencia,,,,
Social and Environmental Accounting,"ESG controversies, geopolitical risk & cost of capital: the moderating role of gender diversity",Stefano Zambon,,,,,,,,,,,
Social and Environmental Accounting,Do diverse boards accelerate the corporate energy transition? Insights from emerging markets,Maria A. Garcia-Benau,Ivette Nuñez,Nicolas Gambetta,,,,University of Valencia,Universidad de Piura,,,,
Social and Environmental Accounting,Evidence based sustainability standard setting: barriers to research uptake and academic participation,Jan Michalak,Gunnar Rimmel,,,,,University of Lodz,,,,,
Social and Environmental Accounting,Constructing users of sustainability reporting – the case of the IFRS sustainability disclosure standards,Franziska Sterl,Christoph Pelger,,,,,University of Passau,,,,,
Social and Environmental Accounting,Mandating sustainability reporting: firms’ information sets and real effects,Katrin Hummel,Karina Bauernhofer,,,,,Vienna University of Economics and Business,Vienna University of Economics and Business,,,,
Social and Environmental Accounting,Supply and demand for ESG assurance effort,Christian Ott,Géraldine Broye,Maretno Harjoto,Nohad Nasrallah,,,EM Strasbourg Business School,EM Strasbourg Business School,Pepperdine University Graziadio School of Business,Excelia Business School,,
Social and Environmental Accounting,Unearthing the lower-tier suppliers: evidence from conflict minerals disclosure,Liu Zheng,Jin Kyung Choi,Yaoying Ma,,,,City University of Hong Kong,City University of Hong Kong,City University of Hong Kong,,,
Social and Environmental Accounting,Assessing supply-chain influences on corporate ESG performance,Xiang-Yu Huang,Chi-Chun Liu,Nian-zu Yeh,,,,National Taiwan University,National Taiwan University,Tamkang University,,,
Social and Environmental Accounting,When institutions push and pull: understanding the development of sustainability control systems within family businesses,Elisa Ballesio,Cécile Fremaux,Aude DeVille,Francesca Culasso,,,University of Turin,Université Côte d’Azur,affiliation not provided,University of Turin,,
Social and Environmental Accounting,Accounting for circularity: the role of digital ledger technologies across organizational boundaries,Cristiana Parisi,Juliana Hsuan,,,,,Copenhagen Business School,affiliation not provided,,,,
Social and Environmental Accounting,Biodiversity management practices of Austrian and New Zealand electric utilities,Shekerta Aliu,Albert Traxler,Nives Botica Redmayne,Dorothea Greiling,,,Johannes Kepler University Linz,Johannes Kepler University Linz,"Massey University, Palmerston North",Linz Johannes Kepler University,,
Social and Environmental Accounting,"The impact of ESG disclosures on retail investor decisions: exploring the influence of risk, information framing, and presentation format",Sohee Kim,Nirmalee Raddatz,Mee Hyun Kim,Jeonghoon Oh,,,Missouri State University,University of Memphi,American University of Sharjah,Rutgers University,,
Social and Environmental Accounting,Credible threats in regulated disclosures: Blackrock’s 2020 proxy voting policy revision and portfolio-wide greenhouse gas emissions,Jangwon Suh,Qianyun Huang,Eric Rosano,Sangwan Kim,,,The City University of New York,The City University of New York,The City University of New York,,,
Social and Environmental Accounting,Responsible investors and portfolio firms’ climate disclosures – international evidence from the PRI,Carl Philipp Wolff,,,,,,,,,,,
Social and Environmental Accounting,Green handcuffs or invisible push? How China’s new environmental protection law shapes corporate leverage manipulation,Pan Wang,Pengfei Gao,Yuqi Zhang,Miao Wang,Feng Chao,,Taizhou University,Swansea University,Trinity College Dublin,Zhengzhou University,,
Social and Environmental Accounting,From compliance to transformation: how net-zero climate law reshaped firm-level emissions in Taiwan,Kui-Ying Lin,,,,,,,,,,,
Social and Environmental Accounting,Local government debt capacity and pollution: evidence from municipal bond rating recalibration,Zhiyi Yang,Xiaolu Zhou,,,,,Jinan University,,,,,
Social and Environmental Accounting,Environmental accounting without nature: a critical visual analysis,Francesco Marengo,Raimondo Grassadonia,Laura Corazza,,,,University of Turin,University of Turin,,,,
Social and Environmental Accounting,When sustainability accounting innovative solutions fail to fit real life problems: lessons from the 2024-2025 French farmers’ crisis,Stéphane Trebucq,Roza Sagitova,,,,,University of Bordeaux,,,,,
Social and Environmental Accounting,Accounting mediation and sustainability. the case of modern slavery statements,Carla Antonini,Antonio Mateo-Marquez,Carlos Larrinaga,Enrique Mesa-Pérez,Conny Beck,,Autonomous University of Madrid,University of Seville,Universidad de Burgos,Universidad Pablo de Olavide,,
Social and Environmental Accounting,LGBTQ+-supportive corporate policies and dividend payouts,Zezeng Li,,,,,,,,,,,
Social and Environmental Accounting,"Value my care, safeguard your fare: CEO inside debt holdings and wage theft",Emmanuel Obiri-Yeboah,,,,,,,,,,,
Social and Environmental Accounting,ESG metrics in executive compensation: a multitasking approach,Kasra Hosseini,,,,,,,,,,,
Social and Environmental Accounting,The use of visuals in sustainability reporting,Amir Amel-Zadeh,Tami Dinh,Andreas Seebeck,Robin Wolter,,,University of Oxford,University of St.Gallen,Constructor University,,,
Social and Environmental Accounting,The use of metaphors to explore the hybridisation of sustainability and accounting in multi-capital accounting,Eugenie Faure,,,,,,,,,,,
Social and Environmental Accounting,Regulatory influence on corporate social responsibility: evidence from China’s targeted poverty alleviation campaign,Limei Che,,,,,,,,,,,
Social and Environmental Accounting,The dynamics of corporate social responsibility (CSR) and corporate political activity (CPA) practices: a study on Chinese firms’ participation in a national poverty alleviation campaign,Wei Shen,,,,,,,,,,,
Social and Environmental Accounting,Green needs trust: state-initiated social credit policy and corporate green investment in China,Lulu Ye,Hui Liu,Congcong Fan,Ming Jia,,,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,,,
Social and Environmental Accounting,The relation between responsible ownership and executive ESG compensation,Henrich Habe,,,,,,,,,,,
Social and Environmental Accounting,When directors act for themselves: evidence on ESG value relevance,Feng-Yi Lin,Shaio Yan Huang,Szu-Yin (Jennifer) Wu,Teng-Shih Wang,,,National Taipei University of Technology,National Chung Cheng University,School of Management University at Buffalo,,,
Social and Environmental Accounting,Reciprocal governance failure and corporate decarbonization: evidence from CEO–board backscratching and competing trust-repair channels,Kai Wang,Tsung-Kang Chen,Yun Hao,,,,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,,,,
Social and Environmental Accounting,From knowledge to impact: university innovation centers as drivers of SDG-aligned entrepreneurship,Nicolas Gambetta,Eliana Compiani,Dellanira González,Enrique Topolansky,,,Universidad ORT Uruguay,Finning,Axionlog,,,
Social and Environmental Accounting,Transparency in sustainability reporting: does it worth the cost?,Eugenia Parodi,,,,,,,,,,,
Social and Environmental Accounting,Accounting and reporting the sharing economy in a circular regional context,Sabina Scarpellini,Alfonso Aranda-Uson,,,,,University of Zaragoza,,,,,
Social and Environmental Accounting,The role of personality in shaping managerial engagement with artificial intelligence in accounting research,Alice Pennesi,Francesca di Donato,Sara Trucco,,,,Università Politecnica delle Marche,Universita’ Telematica San Raffaele Roma,,,,
Social and Environmental Accounting,Assessing social influence and tipping points in honesty: a modified Becker-Degroot-Marschak method,Christian Stindt,Matthias Meyer,,,,,Hamburg University of Technology,,,,,
Social and Environmental Accounting,Unmasking ESG ratings: the black box severity index and its policy implications,Zeina Mohamed,Laura Girella,,,,,University of Ferrara,,,,,
Social and Environmental Accounting,Artificial intelligence and the voluntary disclosure of Scope 3 carbon emissions,Tobias Steindl,Shira Cohen,Stephan Küster,Lea Mirlach,Zeina Samy Mohamed,,University of Regensburg,San Diego State University,Freie Universität Berlin,University of Regensburg,,
Social and Environmental Accounting,Measuring what matters: constructing an ESG controversy index using AI applications,Laura Girella,Tobias Steindl,,,,,University of Modena and Reggio Emilia,,,,,
Social and Environmental Accounting,ESG halo,Yifei Xia,Youran Zhang,Sofiya Pugachyova,,,,Wenzhou-Kean University,Wenzhou-Kean University,,,,
Social and Environmental Accounting,The disciplining effect of AI-powered tax administration system on ESG decoupling,Yanlei Zhang,Yifei Xia,,,,,Copenhagen Business School,,,,,
Social and Environmental Accounting,Box-ticking for a better ESG score?,Sofiya Pugachyova,Yanlei Zhang,,,,,University of Neuchatel,,,,,
Social and Environmental Accounting,Interpreting double materiality: sensemaking and sensegiving in social and environmental accounting (SEA),Sarah Kapplmüller,Philumena Bauer,Dorothea Greiling,Othmar Lehner,,,Johannes Kepler University Linz,Johannes Kepler University Linz,Linz Johannes Kepler University,,,
Social and Environmental Accounting,From compliance to institutionalization: a maturity model for sustainability materiality analysis based on stakeholder engagement in a public sector organization,Koen Corstjens,René Orij,Reinald Minnaar,,,,Nyenrode Business University,Nyenrode Business University,,,,
Social and Environmental Accounting,From ambiguity to action: organisational sensemaking in double materiality assessment,Mariella Colantoni,Alessandro Lai,Riccardo Stacchezzini,,,,University of Verona,University of Verona,,,,
Social and Environmental Accounting,Breaking the code: a profile of disciplinary offenses in Quebec’s accounting professionthis study presents a cluster-based profiling of ethical violations among chartered professional accountants (CPA),Sylvie Côté,Anne Marie Gosselin,Annie LeCompte,Karine Phaneuf,Patrick Coulombe,,University of Quebec in Montreal,University of Quebec in Montreal,University of Quebec in Montreal,University of Quebec in Montreal,,
Social and Environmental Accounting,From theory to practice: examining the role of capability in misreporting behavior,Xiaojun Xu,,,,,,,,,,,
Social and Environmental Accounting,Audit turnover and corporate greenwashing: are auditors bearing the blame?,Dina El Mahdy,Sandra Cereola,Sebahattin Demirkan,,,,Morgan State University,Saint Anselm College,,,,
Social and Environmental Accounting,Sustainability-forward-looking disclosure and stock liquidity: a European investigation,Imen Derouiche,Anke Müßig,Mélanie Luxembourger,,,,University of Luxembourg,University of Luxembourg,,,,
Social and Environmental Accounting,ESG practices and corporate bankruptcy risk: insights from ESG disclosures,Yousry Ahmed,Mohamed Elsayed,Ibrahim Elmghaamez,,,,Newcastle University,Queen’s University Belfast,,,,
Social and Environmental Accounting,Economic policy uncertainty and voluntary ESG disclosure: the role of analyst coverage,Bukyung Kim,Jinbae Kim,,,,,Korea University Business School,,,,,
Social and Environmental Accounting,From TCFD to CSRD: exploring the influence of voluntary disclosures on mandatory sustainability reporting,Joanna Krasodomska,Justyna Godawska,Bartosz Rymkiewicz,,,,Krakow University of Economics,AGH University of Krakow,,,,
Social and Environmental Accounting,Digital sustainability reporting and ESG judgment – a cognitive load perspective,Duc Hung Tran,,,,,,,,,,,
Social and Environmental Accounting,The double materiality assessment process in the practice of Polish listed companies – scope and determinants of disclosures,Pawel Zieniuk,Małgorzata Macuda,Katarzyna Kobiela-Pionnier,,,,Krakow University of Economics,Poznań University of Economics and Business,,,,
Social and Environmental Accounting,Cost behavior of organic versus conventional farms,Josep Argiles-Bosch,Josep García-Blandón,Diego Ravenda,,,,University of Barcelona,Institut Químic de Sarrià,,,,
Social and Environmental Accounting,Cost-benefit trade-off of sustainability: evidence from the impact of B-Corp certifications on sales performance using signaling theory,Laura Ferraro,Devendra Kale,Franco Rubino,Roberta Costanzo,Danilo Ceraso,,University of Calabria,University of Rhode Island,University of Calabria,University of Calabria,,
Social and Environmental Accounting,Accounting for the circular economy: corporate strategies and policy implications,David Monciardini,Laura Rocca,,,,,University of Turin,,,,,
Social and Environmental Accounting,Green public procurement: international evidence,Giulia Sargiacomo,Ole-Kristian Hope,Sasan Saiy,Muhammad Azim,,,University of Toronto,University of Toronto,University of Waterloo,,,
Social and Environmental Accounting,Green transition through government contracting: evidence from the 2014 EU public procurement reform,Shiheng Wang,Xin Chen,Mingyi Hung,,,,The Hong Kong University of Science and Technology,Hong Kong University of Science And Technology,,,,
Social and Environmental Accounting,The green power of government procurement: evidence from the mandatory net zero commitment from suppliers,Chengzhu Sun,Cheng Zeng,Yi Xiang,,,,The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,,,,
Social and Environmental Accounting,The impact of registration system reform on the ESG performance of enterprises: evidence from China,Wenwen Wang,Fei Yan,Baolei Qi,,,,Xi’an Jiaotong University,Xi’an Jiaotong University,,,,
Social and Environmental Accounting,How does ancient culture affect corporate ESG?,Zilan Yang,Tai-Yuan Chen,Deli Yang,,,,IE University,The Hong Kong University of Science and Technology,,,,
Social and Environmental Accounting,National culture and ESG priorities,Yuzhu Lu,Liang Shao,Yue Zhang,,,,Lingnan University,Radford University,,,,
Social and Environmental Accounting,"Climate-related financial impact disclosures: global evidence on determinants, characteristics, and consequences",Jurian Hendrikse,Elizabeth Demers,Bjarne Brié,,,,IESEG School of Management,University of Waterloo,,,,
Social and Environmental Accounting,The reporting of greenhouse gas emissions: market-based Scope 2 emissions and renewable energy instruments,Svenja Dube,,,,,,,,,,,
Social and Environmental Accounting,Regulating across borders: how sustainability reporting readiness shapes firms’ response to cross-border carbon pricing,Robert Raney,Ellen En,,,,,IESE Business School,,,,,
Social and Environmental Accounting,The spillover effect of anticipated proposed regulations on corporate social responsibility performance,Karel Hrazdil,Jiyuan Li,Xin Li,Weiji Zhang,,,Simon Fraser University,Chongqing University of Technology,Trinity Western University,,,
Social and Environmental Accounting,Comparable sustainability performance information and firms’ voluntary sustainability disclosures – evidence from expanded sustainability rating coverage,Maximilian Tiemeyer,,,,,,University of Münster,,,,,
Social and Environmental Accounting,Peer influence and sustainability investment efficiency: the spillover effects of peers’ investments,Viviana Ecca,Alessandro Mura,,,,,University of Cagliari,University of Cagliari,,,,
Social and Environmental Accounting,Managing environmental risks through enterprise risk management: a stakeholder-integrated approach,Amama Shaukat,Omar al-Bastaki,Grzegorz Trojanowski,,,,IBA Karachi,GPIC,University of Exeter,,,
Social and Environmental Accounting,Multiple materialities: exploring the interconnectedness of financial and sustainability accountings,Peijing Yang,John Roberts,Tanya Fiedler,,,,The University of Sydney,University of Sydney,The University of New South Wales,,,
Social and Environmental Accounting,Activity-based standard GHG-accounting: integrating GHG emissions into sustainability management control systems,Josef Baumüller,Walter Schwaiger,,,,,Vienna University of Technology,Vienna University of Technology,,,,
Social and Environmental Accounting,Do climate risks drive integrated climate governance? Evidence from STOXX 600,Quentin Arnaud,,,,,,Université Toulouse Capitole,,,,,
Social and Environmental Accounting,"Financially material sustainability events, heterogeneous beliefs, and greenwashing",Akihiro Noda,,,,,,Shiga University,,,,,
Social and Environmental Accounting,The creditworthiness of corporate environmental disclosures: the influence of public climate sentiment and self-greenwashing,Dengjun Zhang,,,,,,University of Stavanger,,,,,
Social and Environmental Accounting,Sustainability reporting quality evolution: an analysis of Italian banks,Eugenia Parodi,Valentina Beretta,Maria Chiara Demartini,Francesco Sotti,,,University of Pavia,University of Pavia,University of Pavia,University of Pavia,,
Social and Environmental Accounting,Turning sustainability reporting into financial performance: the case of Spanish cooperative banks,Francisca Castilla Polo,Purificación Parrado-Martínez,María Comino Jurado,,,,University of Jaén,University of Jaén,University of Jaén,,,
Social and Environmental Accounting,Exploring the influence of ESG performance on EU taxonomy disclosures,Lorena Vasquez Arango,Laura Sierra Garcia,Maria Garcia Benau,,,,University of Valencia,Universidad Pablo de Olavide,University of Valencia,,,
Social and Environmental Accounting,"Green talk, real obstacles: experimental evidence on environmental communication, implementation challenges, and decoupling",Yuhan Liu,,,,,,University of Mannheim,,,,,
Social and Environmental Accounting,When the president speaks: the impact of an anti-DEI executive order on stakeholders perceptions,Kevin Gauch,Jochen Theis,Rebekka Ballering,,,,Technical University of Darmstadt,University of Southern Denmark,Technical University of Darmstadt,,,
Social and Environmental Accounting,Materiality disclosure and consumer preferences,Dominik Katzer,Benedikt Franke,Lucas Stich,,,,University of Würzburg,University of Würzburg,University of Würzburg,,,
Social and Environmental Accounting,Extreme weather and indigenous peoples: impacts on business activity,Martien Lubberink,Paul Griffin,Tom Stannard,,,,Victoria University of Wellington,"University of California, Davis",University of Otago,,,
Social and Environmental Accounting,Ethical accountability and the governance of the green transition,Ewelina Zarzycka,Dorota Dobija,Grygorii Kravchenko,Łukasz Kozłowski,,,University of Lodz,Kozminski University,Kozminski University,Kozminski University,,
Social and Environmental Accounting,Does biodiversity improve business productivity? Evidence from a spatial analysis,Paul Griffin,Martien Lubberink,,,,,"University of California, Davis",Victoria University of Wellington,,,,
Social and Environmental Accounting,"Talking the talk, skipping the walk: how board co-option constrains CSR decoupling?",Moez Essid,Lakhal Faten,Hind Naouar,,,,École de Management Léonard de Vinci,Léonard de Vinci Pôle Universitaire,"LAREMFiQ, Institut Des Hautes Etudes Commerciales, University of Sousse",,,
Social and Environmental Accounting,Governing corporate social responsibility (CSR) decoupling: the examination between board gender diversity (BGD) and CSR decoupling in luxury fashion industry,Christina Ionela Neokleous,,,,,,Aston University,,,,,
Social and Environmental Accounting,Understanding CSR decoupling: board attributes as key drivers and gender diversity as a moderator,Maria Consuelo Pucheta-Martinez,Isabel Gallego-Álvarez,Inmaculada Bel-Oms,,,,Universitat Jaume I,Universidad de Salamanca,University of Valencia,,,
Social and Environmental Accounting,Biodiversity conservation and tax avoidance,Wenfu Ding,Lingzhi Wang,Sirui Wu,,,,Xi’an Jiaotong University,Xi’an Jiaotong University,Xi’an Jiaotong University,,,
Social and Environmental Accounting,Executive incentives behind biodiversity reporting,Kehan Tong,Yu-Lin Hsu,Khaldoon Albitar,,,,University of Glasgow,University of Glasgow,University of Glasgow,,,
Social and Environmental Accounting,Signaling nature: how patient capital drives biodiversity disclosure,Zhaoying Lu,Zaixin Chen,Pengfei Gao,Hongfang Chen,,,Loughborough University,Loughborough University,Swansea University,China Europe International Business School,,
