Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,Author_16,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6,Uni_7,Uni_8,Uni_9,Uni_10,Uni_11,Uni_12,Uni_13,Uni_14,Uni_15,Uni_16
Audit,"Audit partner industry Specialization, Diversity, or Both? Evidence from Finnish Private companies",Jenni Jääskö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit,Sustainability Beyond Earth: Auditors’ Opportunities and Challenges in the Emerging Space Economy,Vlad-Andrei Porumb,Ion Anghel,Liliana Ionescu-Feleagă,Sînziana-Maria Rindasu,Oana Stoica,,,,,,,,,,,,University of Manchester,Bucharest University of Economic Studies,Bucharest University of Economic Studies,Bucharest University of Economic Studies,,,,,,,,,,,,
Audit,Debt Concentration and Going Concern Opinions,Hakjoon Song,Nathan Berglund,Yeqin Zeng,,,,,,,,,,,,,,University of Maryland Global Campus,Mississippi State University,,,,,,,,,,,,,,
Audit,Auditing the Going Concern Assumption: Between Uncertainty and Imagination,Sameh Amer,Anna Samsonova-Taddei,Omiros Georgiou,,,,,,,,,,,,,,ESSEC Business School,HEC Montréal,,,,,,,,,,,,,,
Audit,Do Analysts’ Earnings and Cash Flow Forecasts Enhance the Accuracy of Auditors’ Going-Concern Opinions?,Yi-Hung Lin,Ting-Chiao Huang,,,,,,,,,,,,,,,Monash University,,,,,,,,,,,,,,,
Financial Reporting,Key Audit Matters in Climate Risk Reporting: Enhancing Assurance and Regulatory Compliance,Tra Tham,Othmar Lehner,Kim Ittonen,,,,,,,,,,,,,,Hanken School of Economics,Hanken School of Economics,,,,,,,,,,,,,,
Auditing,Flying semi-blind: an empirical study on auditors’ effort in auditing climate risks,Ruby Brownen-Trinh,Zilu Shan,Giovanna Michelon,,,,,,,,,,,,,,University of Bristol,University of Bristol,,,,,,,,,,,,,,
Auditing,The Impact of Mandatory Assurance on Sustainability Assurance Practices,Ulrike Thürheimer,Shan Zhou,Roger Simnett,Yitang (Jenny) Yang,,,,,,,,,,,,,University of Amsterdam,University of Sydney,Deakin University,,,,,,,,,,,,,
Auditing,Auditors as Tax Enforcers? Mandatory Internal Control Audits and Corporate Tax Avoidance,Charlene Chen,Xiao Liang,Joerg-Markus Hitz,,,,,,,,,,,,,,Macquarie University,Nanjing Audit University,,,,,,,,,,,,,,
Taxation,Auditor-Affiliated Tax Employees: Hiring Tax Professionals from the External Audit Firm,Iliyas Yusoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auditing,Market reception and strategic implication of mandatory ESG assurance: impact on competitive advantage,Zelalem Abay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auditing,The impact of technology adoption on audit strength: the moderation role of firms’ ethical behaviour,Amir Allam,Mahmoud Elmarzouky,Ahmed Yamen,Mostafa Hussien,,,,,,,,,,,,,Aston University,University of St. Andrews,American University of the Middle East,,,,,,,,,,,,,
Auditing,Reputation Matters: Public Perception of Audit and Job Entries,Janik Ole Wecks,Johannes Voshaar,Jochen Zimmermann,,,,,,,,,,,,,,Bremen University,Bremen University,,,,,,,,,,,,,,
Taxation,The Effects of SEC Tax-Related Comment Letters on the Informativeness of Unrecognised Tax Benefits for Future Tax Cash Flows,Yuan (Helen) Ping,Hai Wu,Xiu-Ye Zhang,Sonali Walpola,,,,,,,,,,,,,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,
Taxation,The Association between Income Tax Expense Smoothing and Earnings Quality,Chia-Wei Chin,Min-Jeng Shiue,Ian Wang,Shu-Ling Yeh,,,,,,,,,,,,,Yuan Ze University,National Taipei University,EY Taiwan,,,,,,,,,,,,,
Taxation,Managers’ decision-making in financial reporting and tax aggressiveness: From the perspective of goodwill impairment,Hussein Warsame,Wenyu Zhou,,,,,,,,,,,,,,,University of Calgary,,,,,,,,,,,,,,,
Taxation,Corporate Tax Strategies in the Transition to Net Zero: Global Evidence,Mukesh Garg,Christofer Adrian,Cameron Truong,Janto Haman,Zhilin Xue,,,,,,,,,,,,Monash University,Monash University,Monash University,Monash University,,,,,,,,,,,,
Taxation,Tax avoidance implications of employment protection: Evidence from the Italian ‘Jobs Act’,Anna Alexander,Luca Menicacci,Francesco Ambrosini,,,,,,,,,,,,,,University of Padova,Free University of Bozen-Bolzano,,,,,,,,,,,,,,
Taxation,Digitalization and Tax Control Frameworks,Christian Renelt,Daniel Dallhammer,,,,,,,,,,,,,,,WUVienna,,,,,,,,,,,,,,,
Taxation,Bridging the Gap: The Critical Role of Corporate Governance and Audit Determinants in Tax Compliance,Annukka Jokipii,Elina Haapamäki,Johanna Miettinen,Alem Luoma,Tomi Martikainen,,,,,,,,,,,,University of Vaasa,University of Vaasa,"Finnish Tax Administration, Grey Economy Information Unit","Finnish Tax Administration, Grey Economy Information Unit",,,,,,,,,,,,
Taxation,"R&D investment deductions, tax credits and the binary choice approach",Erik Gjymshana,Annelies Roggeman,Isabelle Verleyen,,,,,,,,,,,,,,Ghent University,Ghent University,,,,,,,,,,,,,,
Taxation,The Productivity Paradox of Corporate Taxation: A Nonlinear Tale of Growth and Constraints,Hang Nguyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxation,Having Your Cake and Eating it Too: Do Innovation Tax Incentives Increase Both the Quantity and Efficiency of Innovation?,Arthur Stenzel,Nathan Goldman,Stephen Lusch,,,,,,,,,,,,,,NHH - Norwegian School of Economics,North Carolina State University,,,,,,,,,,,,,,
Taxation,How to Design and Employ Specialized Large Language Models for Accounting Research: The example of TaxBERT,Marius Weiß,Andreas Seebeck,Lukas Schmidt,Frank Hechtner,,,,,,,,,,,,,University of Erlangen-Nürnberg,Constructor University,Constructor University Bremen,,,,,,,,,,,,,
Taxation,Tax Loss Offsetting and Changing Ownership—Do Tax Effects or Sunk Costs Matter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Assessing the Impacts of Robot Taxation: Investment of South Korean Firms,Svea Holtmann,Anna-Sophie Braun,Reinald Koch,Dominika Langenmayr,Jae Cho,,,,,,,,,,,,University of Mannheim,Catholic University of Eichstätt-Ingolstadt,Catholic University of Eichstätt-Ingolstadt,Catholic University of Eichstätt-Ingolstadt,,,,,,,,,,,,
Taxation,Does tax haven activity affect audit fees?,Benedikt Sieghartsleitner,Silke Rünger,,,,,,,,,,,,,,,University of Graz,,,,,,,,,,,,,,,
Taxation,The impact of centralization of tax collection authority on accounting choices: Evidence from tax collection authority reform in China,Weina Zhao,Xiaolin Xue,Xiaoyue Song,Junrui Zhang,,,,,,,,,,,,,Xi’an Jiaotong University,Xi’an Jiaotong University,Xi’an Jiaotong University,,,,,,,,,,,,,
Taxation,Navigating Fiscal Policy: The Dynamics of Income Shifting in the Oil and Gas Industry,Cinthia Valle Ruiz,Christof Beuselinck,Raúl Barroso,,,,,,,,,,,,,,IÉSEG School of Management,IÉSEG School of Management,,,,,,,,,,,,,,
Taxation,"An Analysis of the Effectiveness, Corporate Behavior and Consequences of Interest Limitation Rules",Robert Faff,Anna Leszczylowska,Aleksander Łożykowski,,,,,,,,,,,,,,Corvinus University of Budapest,Poznań University of Economics and Business,,,,,,,,,,,,,,
Taxation,(Un)Intended Consequences of Earnings Stripping Rules,Lisa De Simone,Henning Giese,Reinald Koch,Christoph Rehrl,,,,,,,,,,,,,University of Texas at Austin,Paderborn University,Catholic University of Eichstätt-Ingolstadt,,,,,,,,,,,,,
Taxation,The real effects of interest limitation rules: Evidence from M&A investments,Eliezer Fich,Lisa Hillmann,Johanna Kling,Barbara Stage,,,,,,,,,,,,,"Drexel University, Lebow College of Business",WHU - Otto Beisheim School of Management,WHU - Otto Beisheim School of Management,,,,,,,,,,,,,
Taxation,The Relationship Between State Aid and Corporate Tax Avoidance,Paul Fastenrath,Michael Overesch,,,,,,,,,,,,,,,University of Cologne,,,,,,,,,,,,,,,
Taxation,Tech Industry Growth and Accounting Labor Supply: Evidence from Local Tech Industry Subsidies,Shaphan Ng,Ben Lourie,Il Sun Yoo,,,,,,,,,,,,,,Singapore Management University,University of California-Irvine,,,,,,,,,,,,,,
Taxation,Does Anti-Tax Avoidance Regulation Curb Industry Concentration?,John Gallemore,Jesse Van Der Geest,Martin Jacob,Christian Peters,,,,,,,,,,,,,University of North Carolina,Tilburg University,,,,,,,,,,,,,,
Taxation,Tax Avoidance and Corporate Tax Incidence: Evidence from the German Business Tax Reform 2008,Sebastian Eichfelder,Hang Nguyen,,,,,,,,,,,,,,,University of Magdeburg,,,,,,,,,,,,,,,
Taxation,Regulatory Fragmentation and Corporate Tax Avoidance,Norah Alduhan,Ishmael Tingbani,Mohamed Elmahgoub,,,,,,,,,,,,,,University of Southampton,University of Southampton,,,,,,,,,,,,,,
Taxation,The Effects of Tax Reform on Labor Demand within Tax Departments,Kim Alina Schulz,Caren Sureth-Sloane,Henning Giese,Dan Lynch,,,,,,,,,,,,,Paderborn University,Paderborn University,Paderborn University,,,,,,,,,,,,,
Taxation,Individual Tax Preparation Fees and the Effects of Artificial Intelligence Offerings,Kerry Inger,Paul Black,Isaiah Messer,,,,,,,,,,,,,,Auburn University,University of South Carolina,,,,,,,,,,,,,,
Taxation,The Role of Tax Advisors in International Tax Policy,Christina Elschner,Inga Hardeck,Beatrice Renges,Manuel Normann,,,,,,,,,,,,,European University Viadrina,University of Duisburg-Essen,University of Duisburg-Essen,,,,,,,,,,,,,
Taxation,The Impact of Non-Tax Subsidies on Corporate Social Responsibility and Earnings Persistence in China,Wen-Jye Hung,Hwei Wang,Yamin Wang,Yan Wang,,,,,,,,,,,,,Minjiang University,University of Maryland Eastern Shore,Bentley University,,,,,,,,,,,,,
Taxation,"Tax Law Ambiguity, Court Decisions, and the Choice of Organizational Form: Evidence from Poland",Christina Elschner,Drahomir Klimsa,Agata Nagel,,,,,,,,,,,,,,European University Viadrina,European University Viadrina,,,,,,,,,,,,,,
Taxation,Interest Barrier and Corporate Debt: Evidence from the ATAD-Implementation in the EU,Bernhard Haberl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxation,Dynamic analysis of non-deductible expenses generating temporary differences on compensation contracts,Yutaro Murakami,Toshiaki Wakabayashi,,,,,,,,,,,,,,,Keio University,,,,,,,,,,,,,,,
Taxation,Do Employees Respond to Corporate Tax Changes? Evidence from Labor Unionization,Casimir Carl,Peter Limbach,Florencio Lopez-De-Silanes,,,,,,,,,,,,,,University of Bielefeld,University of Bielefeld,,,,,,,,,,,,,,
Taxation,Tax Transparency and the Firm’s CEO,Ellie Chapple,Kerrie Sadiq,Ashesha Weerasinghe,,,,,,,,,,,,,,Queensland University of Technology,Queensland University of Technology,,,,,,,,,,,,,,
Taxation,Wet behind the ears: The impact of rookie independent directors on corporate tax avoidance,Feng Cao,Xueyan Zhang,Mingsheng Hu,,,,,,,,,,,,,,Hunan University,Hunan University,,,,,,,,,,,,,,
Taxation,The Relationship between Related Party Transactions of Offshore Holding Company and Tax Planning—Perspectives from Chinese Listed Companies,Wen-Jye Hung,Hwei Wang,Yamin Wang,Yan Wang,,,,,,,,,,,,,Minjiang University,University of Maryland Eastern Shore,Bentley University,,,,,,,,,,,,,
Taxation,Auditor Consequences of Restrictions on Auditor-Provided Tax Services: Evidence from the European Union,Stefanie Pendl,Benedikt Sieghartsleitner,,,,,,,,,,,,,,,WUVienna,,,,,,,,,,,,,,,
Taxation,The influence of the environment’s tax morale on corporate tax avoidance,Manuel Cano-Rodriguez,Maria De La Paz Horno Bueno,,,,,,,,,,,,,,,University of Jaén,,,,,,,,,,,,,,,
Taxation,Taxing Prosperity: When Redistribution Stifles Investment,Chenguang Fan,Seongho Bae,Yu Liu,,,,,,,,,,,,,,Kyungpook National University,Kyungpook National University,,,,,,,,,,,,,,
Taxation,How Do Accelerated Depreciation Rules Affect Financially Constrained Firms?,Khairunnisa Ridwan,Matthias Petutschnig,,,,,,,,,,,,,,,WUVienna,,,,,,,,,,,,,,,
Taxation,Management Tax Guidance & Analyst Forecasting Behavior: The Peculiar Role of Tax Forecasting,Sebastian Hinder,Jens Müller,Johannes Voget,,,,,,,,,,,,,,Paderborn University,Paderborn University,,,,,,,,,,,,,,
Taxation,Tax Disputes—The Role of Technology and Controversy Expertise,Daniel Dyck,Johannes Lorenz,Caren Sureth-Sloane,,,,,,,,,,,,,,Paderborn University,Carl von Ossietzky University of Oldenburg,,,,,,,,,,,,,,
Financial Reporting,Competitive externalities of U.S. government economic development subsidies,Costanza Cincotta,Elisa Casi,Allison Koester,,,,,,,,,,,,,,NHH - Norwegian School of Economics,NHH - Norwegian School of Economics,,,,,,,,,,,,,,
Financial Reporting,Protectionism and MNE Investments,Ayse Ozdogan Laurenz,Jacco Wielhouwer,Xixi Zhang,,,,,,,,,,,,,,WUVienna,Vrije Universiteit Amsterdam,,,,,,,,,,,,,,
Taxation,Do transfer pricing arbitration clauses foster profit shifting and foreign direct investment,Matti Boie-Wegener,Andreas Oestreicher,,,,,,,,,,,,,,,University of Göttingen,,,,,,,,,,,,,,,
Taxation,Corporate Income Taxes and Payout Policy: Evidence from U.S. State-Level Tax Changes,Florencio Lopez-De-Silanes,Casimir Carl,Peter Limbach,,,,,,,,,,,,,,SKEMA Business School,University of Bielefeld,,,,,,,,,,,,,,
Taxation,The effect of the Tax Cuts and Jobs Act on payout policies,Ana M. Albuquerque,Petro Lisowsky,Ben Bennett,Zexi Wang,,,,,,,,,,,,,Boston University,Boston University,Tulane University,,,,,,,,,,,,,
Taxation,CSR to manage reputational risks from tax aggressiveness allegations: an evaluation of congruence and communication timing,Kenny Dekoster,Isabelle Verleyen,Annelies Roggeman,,,,,,,,,,,,,,Ghent University,Ghent University,,,,,,,,,,,,,,
Taxation,Are Firms’ Tax Preferences Driven by Redistribution or Fiscal Consolidation Motives,Laura Arnemann,Philipp Dörrenberg,Fabian Eble,Davud Rostam-Afschar,Johannes Voget,Florian Buhlmann,Christopher Karlsson,,,,,,,,,,University of Mannheim,University of Mannheim,University of Mannheim,University of Mannheim,University of Mannheim,University of Mannheim,,,,,,,,,,
Taxation,The Effect of Information Provision on Income Tax Preferences,Karina Körösi,Leonie Babilas,,,,,,,,,,,,,,,Humboldt University of Berlin,,,,,,,,,,,,,,,
Taxation,"Tax Department Design, Tax Planning, and Tax Risk",Lukas Ortner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxation,Tax-Related Disclosure Costs: Evidence from Redactions in Material Contracts,Dichu Bao,Linda Myers,Lixin Su,Nathan Goldman,,,,,,,,,,,,,Lingnan University,University of Tennessee,Hong Kong Polytechnic University,,,,,,,,,,,,,
Taxation,Tax planning responses to the trade war: profit compensation and social contract effects,Merel Buis,Jacco Wielhouwer,Menghan Zhu,,,,,,,,,,,,,,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,,,,,,,,,,,,,,
Taxation,Fighting VAT Fraud: The Importance of On-Time Monitoring versus Information Exchange,Ayse Ozdogan Laurenz,Marwin Heinemann,,,,,,,,,,,,,,,WUVienna,,,,,,,,,,,,,,,
Taxation,The Incentives for Tax Evasion and Tax Avoidance—a Game Theoretic Approach,Markus Diller,Miriam Kamper,,,,,,,,,,,,,,,Uni Passau,,,,,,,,,,,,,,,
Taxation,Tax Inspectors’ Perceptions of the Fight Against Fraud and Tax Evasion in the Portuguese Context,Margarida Osório,Filomena Antunes Bras,,,,,,,,,,,,,,,University of Minho,,,,,,,,,,,,,,,
Taxation,Reputational Concerns in the Tax Consulting Industry—Evidence from a Generative AI Analysis of Tax Practitioner Journals,Beatrice Renges,Inga Hardeck,Patrick Katzlmayr,,,,,,,,,,,,,,University of Duisburg-Essen,University of Duisburg-Essen,,,,,,,,,,,,,,
Taxation,How much are you willing to give? Firms’ Donation Spending and Tax Motives: Local Evidence from Germany,Inga Meringdal,Lena Maria Wollschläger,,,,,,,,,,,,,,,Goethe University,,,,,,,,,,,,,,,
Taxation,The Effect of Anti-Profit Shifting Rules on M&A Activities,Osaid Alshamleh,Harald Amberger,Khairunnisa Ridwan,,,,,,,,,,,,,,WUVienna,WUVienna,,,,,,,,,,,,,,
Taxation,Corporate Social Responsibility and Tax Avoidance—Evidence from the German CSR Directive,Mareike Hockmann,Cristi Gleason,Martin Thomsen,,,,,,,,,,,,,,University of Siegen,University of Iowa,,,,,,,,,,,,,,
Taxation,Does Complex Regulation Create Insider Trading Opportunities?,Nathan Goldman,John Campbell,Owen Davidson,,,,,,,,,,,,,,North Carolina State University,University of Georgia,,,,,,,,,,,,,,
Taxation,CEO Incentives and Tax Avoidance,Robert Dur,Dirk Schindler,,,,,,,,,,,,,,,Erasmus School of Economics,,,,,,,,,,,,,,,
Taxation,Cross-border carbon taxes and shareholder wealth,Marta Alonso,Martin Jacob,Gaizka Ormazabal,Robert Raney,,,,,,,,,,,,,IESE Business School,affiliation not provided,IESE Business School,,,,,,,,,,,,,
Taxation,"Planet, People, Profit—and Paying Taxes? Sustainable Institutional Investors and Corporate Tax Avoidance",Michael Overesch,Sina Willkomm,,,,,,,,,,,,,,,University of Cologne,,,,,,,,,,,,,,,
Taxation,The Effect of ESG Ratings on Tax Avoidance and Tax Transparency,Tobias Bornemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxation,Growing “Political Power” of Large Firms and the Downward Cash ETR Trend,Yuzhu Lu,Liang Shao,Yue Zhang,,,,,,,,,,,,,,Lingnan University,Radford University,,,,,,,,,,,,,,
Taxation,"The relationship between directors interlocked with low comparability peers, tax-specific industry experts, and firms’ information environment",Yi-Hsing Liao,Yu-Shan Chang,Yuan-Tang Tsai,,,,,,,,,,,,,,ChungYuan Christian University,Tamkang University,,,,,,,,,,,,,,
Taxation,Real Estate Transfer Taxes and Residential Constructions,Elias Baier,Michael Overesch,,,,,,,,,,,,,,,University of Cologne,,,,,,,,,,,,,,,
Taxation,The impact of tax audit fees on corporate tax aggressiveness: Insights from the delegation of tax audits to private audit firms in Greece,Kalliopi Chatzi,Emmanouil Dedoulis,Stergios Leventis,,,,,,,,,,,,,,International Hellenic University,affiliation not provided,,,,,,,,,,,,,,
Taxation,"Tax Complexity, Tax Avoidance and Firm Value",Reinald Koch,Anna-Sophie Braun,Caren Sureth-Sloane,,,,,,,,,,,,,,Catholic University of Eichstätt-Ingolstadt,Catholic University of Eichstätt-Ingolstadt,,,,,,,,,,,,,,
Interdisciplinary / Critical,Caught in the Crossfire: Ukraine’s Struggle Against Russian Aggression and Western Influence,Olga Iermolenko,Valeriia Melnyk,Carolyn Cordery,,,,,,,,,,,,,,Nord University Business School,University of Bologna,,,,,,,,,,,,,,
Financial Reporting,Effects of Global Supply Chain Pressures and the United States-China Tensions on Eco-innovation: Firm-Level Evidence,Ayotola Owolabi,Mohammad Mousavi,Giray Gozgor,Jing Li,Galina Goncharenko,,,,,,,,,,,,University of Bradford,Bradford University,University of Bradford,University of Bradford,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Ethics at the Edge of Legality: How CPAs reconcile professional ethics with the acceptance of client engagements with (semi-) illicit actors,Seamus Dufurrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Participatory Budgeting Failure and Successes: The Tale of Two Cities,Magdalena Kowalczyk,Pawan Adhikari,Khandakar Shahadat,Junaid Ashraf,,,,,,,,,,,,,Poznań University of Economics and Business,University of Essex,University of York,,,,,,,,,,,,,
Financial Analysis,Essential Skills for Effective Financial Fraud Investigation,Marina Serafimoska Trpeska,Atanasko Atanasovski,Todor Tocev,Zorica B. Lazarevska,Bojan Malcev,Ivan Dionisijev,,,,,,,,,,,Ss. Cyril and Methodius University in Skopje,Ss. Cyril and Methodius University in Skopje,Ss. Cyril and Methodius University in Skopje,Ss. Cyril and Methodius University in Skopje,Ss. Cyril and Methodius University in Skopje,,,,,,,,,,,
Interdisciplinary / Critical,Upholding ‘normality’ in accounting: Positioning queerness as deviant,Alessandro Ghio,Nick McGuigan,Lisa Powell,,,,,,,,,,,,,,ESCP Business School,Monash University,,,,,,,,,,,,,,
Accounting and Governance,Accounting for the power of financial holdings: Financière Agache and the socio-economic implications of the birth of LVMH (1984-1992),Thomas Grandjean,Céline Baud,,,,,,,,,,,,,,,Université Paris Dauphine-PSL,,,,,,,,,,,,,,,
Accounting Education,Accounting for Value and Worth: Insights from an Integrative Literature Review,Amalie Ringgaard,Michelle Carr,Per Nikolaj Bukh,,,,,,,,,,,,,,University College Cork,University College Cork,,,,,,,,,,,,,,
Management Accounting,Human Capital Fitness and Startup Performance: Evidence from Occupational Composition,Yuhao Niu,Wenfeng Wang,Yue Zheng,,,,,,,,,,,,,,Beijing Foreign Studies University,Southern University of Science and Technology,,,,,,,,,,,,,,
Financial Reporting,Women’s professional experiences across accounting segments: A resource perspective,Alessandro Ghio,Carly Moulang,,,,,,,,,,,,,,,ESCP Business School,,,,,,,,,,,,,,,
Financial Reporting,Accountants’ sensemaking in the institutionalization process of an IFRS-based model (SNC) in Portugal: a longitudinal study,Alexandra Fontes,Ana Paula Silva,Delfina Gomes,,,,,,,,,,,,,,University of Minho,Instituto Politécnico de Viana do Castelo,,,,,,,,,,,,,,
Financial Reporting,The emancipatory potential of ChatGPT: Constructing multi-stakeholder-led counter-accounting reports,Tassiani Dos Santos,Terry Harris,Jim Haslam,,,,,,,,,,,,,,Durham University,Durham University,,,,,,,,,,,,,,
Financial Reporting,How NGOs frame accounting for biodiversity: A ground level analysis,Sofia Yasmin,Chaudhry Ghafran,,,,,,,,,,,,,,,University of Manchester,,,,,,,,,,,,,,,
Financial Reporting,Auditors’ hermeneutic work: Swedish State auditors’ auditing of Governmental Macroeconomic forecasts,Mohamed Mahieddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,"Dark Triad, Online Academic Technologies and Academic Fraud",Márcia D’Souza,Elizio Reis,Camila Brasil,,,,,,,,,,,,,,State University of Bahia,UFMG,,,,,,,,,,,,,,
Financial Reporting,Where living laws collide: The case of the FASB/IASB’s objective of financial reporting in the conceptual framework,Selina Orthaus,Christoph Pelger,,,,,,,,,,,,,,,University of Cologne,,,,,,,,,,,,,,,
Financial Reporting,Travelling austerity and its hunting grounds—the problematizing role of consultancy accounting calculations in the armed forces,Peter Skaerbaek,Frank Laugen,Kjell Tryggestad,,,,,,,,,,,,,,Copenhagen Business School,University of Inland Norway,,,,,,,,,,,,,,
Financial Reporting,Making Up Preparers and the Scripting of Accounting Standards,Matthew Hall,Damien Lambert,Richard Pucci,Paul Thambar,,,,,,,,,,,,,Monash University,RMIT University,Monash University,,,,,,,,,,,,,
Financial Reporting,"Incentives, Assessment, and the Reliability of Statistical Examinations of Evidence",William Cready,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Accounting and comics: towards a hegemonic discourse,Lídia Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Buffering Spaces in Accounting for Institutional Change: The Case of Lyric Symphonic Foundations in Italy,Graziano Coller,Maria Laura Frigotto,Paolo Collini,,,,,,,,,,,,,,University of Trento,University of Trento,,,,,,,,,,,,,,
Financial Reporting,"Unlocking Disclosure Narratives: Readability, Length, and Sentiment Cues as Indicators of Bankrupt Japanese Companies",Noriyuki Tsunogaya,Yoshikatsu Shinozawa,Ayuto Togashi,,,,,,,,,,,,,,Hitotsubashi University,Hitotsubashi University,,,,,,,,,,,,,,
Interdisciplinary / Critical,The ‘Ideal Academic’: Identity (De-)Regulation in Performance Evaluation Processes,Annemarie Conrath,Alessandro Ghio,Darren Baker,,,,,,,,,,,,,,Monash University,ESCP Business School,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Private Consultants and Effect on the Australian Higher Education System: A Contemporary Perspective,John Dumay,James Guthrie,Cristiana Bernardi,Adam Lucas,Mona Nikidehaghani,,,,,,,,,,,,Macquarie University,Macquarie University,Open University,University of Wollongong,,,,,,,,,,,,
Accounting and Governance,Storytelling in public shareholder activist campaigns,Herve Stolowy,Yves Gendron,Luc Paugam,,,,,,,,,,,,,,HEC Paris,affiliation not provided,,,,,,,,,,,,,,
Accounting and Governance,Controlling Early-stage Innovation Projects—The Role of Legitimacy and Hypocrisy,Kirsi Kari,Kirsi-Mari Kallio,,,,,,,,,,,,,,,University of Turku,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Accounting for the link between populism in financial scandals: the role of the media,Elodie Garlot Falguieres,Pierre Labardin,Emer Curtis,,,,,,,,,,,,,,IÉSEG School of Management,La Rochelle Université,,,,,,,,,,,,,,
Accounting and Governance,"Navigating Illegitimacy Risk: Business in Russia, Activist Short Seller Attack and Organizational Disclosures",Monika Lada,Alina Kozarkiewicz,Malgorzata Bialas,,,,,,,,,,,,,,Warsaw School of Economics,AGH University of Science and Technology,,,,,,,,,,,,,,
Financial Reporting,"""Digital gold and reimagining the internet of value""—The role of narratives in making sense of opportunities and risks in contested distributed ledger te",Thomas Taussi,Vikash Kumar Sinha,Juhani Vaivio,,,,,,,,,,,,,,Aalto University,Aalto University,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,What’s in a Name? The Name Gender of Female CEOs and Gender Difference in Self-Confidence,Lirong Shentu,Xingqiang Du,Rui Yu,,,,,,,,,,,,,,Xiamen University,Xiamen University,,,,,,,,,,,,,,
Financial Reporting,Reluctant expertise: Valuation specialists and fair value accounting for intangibles,Zachary Huxley,Marion Brivot,,,,,,,,,,,,,,,Laval University,,,,,,,,,,,,,,,
Interdisciplinary / Critical,Herzberg’s Motivation-Hygiene Theory Revisited in the Information Age—Ending a Sixty-Year-Old Odyssey about Employee Satisfaction,Nils Gimpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,A critical accounting view of rural businesses: Are the sense of belonging and mobility intangible assets?,Alfredo Urdiales González,Susana Gago Rodriguez,,,,,,,,,,,,,,,Comillas Pontifical University,,,,,,,,,,,,,,,
Accounting and Information Systems,Social media in Accounting and Finance Research: A structured literature review,Liujue Su,Pietro Perotti,Fanis Tsoligkas,,,,,,,,,,,,,,University of Bath,University of Bath,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,The use of “public interest” and “public good” as a rationale for corporate reporting: Evidence of its evolvement and challenges for accounting research,Araceli Mora,Begoña Giner,Paloma Merello Gimenez,,,,,,,,,,,,,,University of Valencia,University of Valencia,,,,,,,,,,,,,,
Accounting and Governance,What else is it? Regulation and market making in drift,Dane Pflueger,Tommaso Palermo,Ahloy Daniel Martinez,,,,,,,,,,,,,,HEC Paris,London School of Economics and Political Science,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Standard-setting for the crypto ecosystem: premature or urgent? Evidence from the IASB’s decision,David Prochazka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Self-Protection of Society: Global Supply Chain Accountability as Seen through the Foxconn Suicides,Claire Deng,Eija Vinnari,John Kurpierz,,,,,,,,,,,,,,Toronto Metropolitan University,Tampere University,,,,,,,,,,,,,,
Accounting and Governance,Value-based leadership and accounting narratives,Maria-Silvia Fota,Sebastian Hoffmann,,,,,,,,,,,,,,,Bucharest University of Economic Studies,,,,,,,,,,,,,,,
Accounting and Information Systems,An illusion of control? Managing the gap between scripting performance and the reality of accounting training,Victoria Honsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Mandatory Sustainability Disclosure and Corporate Hiring: The Impact of CSRD Introduction in Germany,Finn Arnd Wendland,Kerstin Lopatta,,,,,,,,,,,,,,,Hamburg University,,,,,,,,,,,,,,,
